ID,Work Item Type,State,Title,Description,Acceptance Criteria
"1024566","Product Backlog Item","Ready for Test","Duplicating Food Item","<div><p dir=auto>As an organization or location user&nbsp; </p><p dir=auto>I want to create and manage food lists&nbsp; </p><p dir=auto>So that I can organize food items, define temperature ranges, and assign them to locations </p><br> </div><div>In Scope: <b>Portal</b> </div>","<div> </div><div> </div><div> </div><div> </div><div>Scenario: View 3-Dots Menu When Viewing/Editing Existing Food Item<br> </div><div><div>&nbsp; <b>Given</b> I am viewing or editing an existing food item in the side sheet with manage permission<br> </div>&nbsp; <b>Then</b> I see a 3-dots menu in the top right of the side sheet<br> </div><div><br> </div><div>Scenario: Duplicate Food Item from 3-Dots Menu<br><div>&nbsp; <b>Given</b> I am in the side sheet viewing or editing an existing food item with manage permission<br> </div><div>&nbsp; <b>If</b> I click the 3-dots menu in the top right<br> </div><div>&nbsp; <b>And</b> I select the duplicate option<br> </div><div>&nbsp; <b>Then</b> the current side sheet closes<br> </div><div>&nbsp; <b>And</b> a new side sheet opens in create mode<br> </div><div>&nbsp; <b>And</b> all fields are pre-filled with the values from the original food item<br> </div>&nbsp; <b>And</b> the Food Name field is set to &quot;ORIGINAL FOOD NAME - Copy&quot;<br> </div><div>&nbsp; <b>And</b>&nbsp;the duplicated food is added to the Food Items table </div><div><br> </div>"
